Time,GEO1_Name,GEO1_Lat,GEO1_Lon,GEO1_Freq_Hz,GEO1_Melbourne_Access,GEO1_Melbourne_SNR_dB,GEO1_Melbourne_RSSI_dBm,GEO1_Sydney_Access,GEO1_Sydney_SNR_dB,GEO1_Sydney_RSSI_dBm,LEO1_Name,LEO1_Lat,LEO1_Lon,LEO1_Freq_Hz,LEO1_Melbourne_Access,LEO1_Melbourne_SNR_dB,LEO1_Melbourne_RSSI_dBm,LEO1_Sydney_Access,LEO1_Sydney_SNR_dB,LEO1_Sydney_RSSI_dBm,LEO2_Name,LEO2_Lat,LEO2_Lon,LEO2_Freq_Hz,LEO2_Melbourne_Access,LEO2_Melbourne_SNR_dB,LEO2_Melbourne_RSSI_dBm,LEO2_Sydney_Access,LEO2_Sydney_SNR_dB,LEO2_Sydney_RSSI_dBm,LEO3_Name,LEO3_Lat,LEO3_Lon,LEO3_Freq_Hz,LEO3_Melbourne_Access,LEO3_Melbourne_SNR_dB,LEO3_Melbourne_RSSI_dBm,LEO3_Sydney_Access,LEO3_Sydney_SNR_dB,LEO3_Sydney_RSSI_dBm
10-Apr-2025 12:03:40,GEO-1,-0.132416297182572,141.352526443333,1500000000,1,47.063236458295,-103.856954554742,1,46.3782780482137,-104.541912964823,LEO-1,-51.7630014176393,130.341988463297,1501875000,1,-23.5668989681307,-174.487089981167,1,-32.0591518352838,-182.979342848321,LEO-2,-51.7737444365149,140.369783618728,1500375000,1,-164.012399845014,-314.93259085805,1,-98.704991720145,-249.625182733182,LEO-3,-51.7804880042317,150.399526576172,1498875000,1,-721.95258403656,-872.872775049597,1,-404.494792024056,-555.414983037093
10-Apr-2025 12:03:50,GEO-1,-0.132451427222239,141.352537261512,1500000000,1,47.0632374488749,-103.856953564162,1,46.3782789335536,-104.541912079483,LEO-1,-51.1489490304151,130.30219276372,1500375000,1,-22.6641219919393,-173.584313004976,1,-31.7552042733655,-182.675395286402,LEO-2,-51.15969276988,140.329383055025,1501375000,1,-173.575200137538,-324.495391150574,1,-101.177053310796,-252.097244323833,LEO-3,-51.1664367614885,150.358478499222,1500625000,1,-786.138527184933,-937.05871819797,1,-429.966327299664,-580.886518312701
10-Apr-2025 12:04:00,GEO-1,-0.132486486794788,141.352548079811,1500000000,1,47.0632384375157,-103.856952575521,1,46.3782798174026,-104.541911195634,LEO-1,-50.5348182549549,130.262345177517,1501375000,1,-21.9524781475347,-172.872669160571,1,-31.6434217590535,-182.56361277209,LEO-2,-50.5455627384921,140.288946401876,1498875000,1,-182.615716848312,-333.535907861349,1,-103.084974743866,-254.005165756902,LEO-3,-50.5523071694797,150.317411260404,1501625000,1,-855.786541111259,-1006.7067321243,1,-456.553640045375,-607.473831058412
10-Apr-2025 12:04:10,GEO-1,-0.13252147588157,141.352558730129,1500000000,1,47.0632394238385,-103.856951589198,1,46.3782806975523,-104.541910315484,LEO-1,-49.9206087296701,130.222447973043,1500625000,1,-21.1064980621352,-172.026689075172,1,-31.3811156315799,-182.301306644617,LEO-2,-49.9313539791537,140.248475186249,1498875000,1,-192.803335103024,-343.723526116061,1,-105.450547702497,-256.370738715533,LEO-3,-49.9380988639606,150.276325591757,1500875000,1,-930.022689662358,-1080.94288067539,1,-483.524805839582,-634.444996852619
10-Apr-2025 12:04:20,GEO-1,-0.132556394463967,141.352569548662,1500000000,1,47.0632404085996,-103.856950604437,1,46.3782815784191,-104.541909434618,LEO-1,-49.3063201107379,130.182503777652,1501625000,1,-20.3911186428081,-171.311309655845,1,-31.2519060649616,-182.172097077998,LEO-2,-49.3170661472093,140.207971338293,1502125000,1,-204.436629024334,-355.356820037371,1,-108.399819776815,-259.320010789852,LEO-3,-49.3238114997268,150.235222675912,1502125000,1,-1014.19617735123,-1165.11636836427,1,-513.463430446658,-664.383621459695
10-Apr-2025 12:04:30,GEO-1,-0.132591242523402,141.352580367312,1500000000,1,47.0632413914202,-103.856949621617,1,46.3782824577935,-104.541908555243,LEO-1,-48.6919521209237,130.142514579891,1502125000,1,-19.6381604305683,-170.558351443605,1,-31.0753255953903,-181.995516608427,LEO-2,-48.7026989636366,140.167436190259,1501875000,1,-215.310022864348,-366.230213877385,1,-110.622655717526,-261.542846730563,LEO-3,-48.7094447965968,150.194103141491,1501875000,1,-1104.37711345605,-1255.29730446909,1,-543.942054002052,-694.862245015089
10-Apr-2025 12:04:40,GEO-1,-0.132626020041334,141.352591017984,1500000000,1,47.0632423719212,-103.856948641116,1,46.3782833334683,-104.541907679568,LEO-1,-48.07750449455,130.10248224365,1501875000,1,-18.8331020911685,-169.753293104205,1,-30.8327098160131,-181.75290082905,LEO-2,-48.0882521615499,140.126870987653,1501125000,1,-226.229883715877,-377.150074728914,1,-112.621631500077,-263.541822513114,LEO-3,-48.0949984868985,150.152967571045,1500875000,1,-1201.98611712142,-1352.90630813446,1,-575.407511267209,-726.327702280246
10-Apr-2025 12:04:50,GEO-1,-0.132660726999261,141.35260183687,1500000000,1,47.0632433508591,-103.856947662178,1,46.3782842098571,-104.54190680318,LEO-1,-47.4629770110583,130.062409021444,1500125000,1,-17.9270945994794,-168.847285612516,1,-30.4657328578754,-181.385923870912,LEO-2,-47.4737255191551,140.086277399781,1501375000,1,-237.60369955361,-388.523890566646,1,-114.647558309058,-265.567749322095,LEO-3,-47.4804723480351,150.111817008668,1501875000,1,-1312.39895137854,-1463.31914239158,1,-610.136152441466,-761.056343454503
10-Apr-2025 12:05:00,GEO-1,-0.132695363378718,141.35261265587,1500000000,1,47.0632443278549,-103.856946685182,1,46.3782850847535,-104.541905928283,LEO-1,-46.848369484606,130.022296554063,1500375000,1,-17.1800563486462,-168.100247361683,1,-30.2568130177243,-181.177004030761,LEO-2,-46.8591188498025,140.045656516903,1501875000,1,-249.036911054882,-399.957102067919,1,-116.514307681833,-267.434498694869,LEO-3,-46.8658661928312,150.070651954454,1498875000,1,-1425.55242898016,-1576.47261999319,1,-642.95159743319,-793.871788446227
10-Apr-2025 12:05:10,GEO-1,-0.132729929161276,141.352623306892,1500000000,1,47.0632453025296,-103.856945710507,1,46.378285955949,-104.541905057088,LEO-1,-46.2336817709778,129.982146382417,1500625000,1,-16.4514387896664,-167.371629802703,1,-29.9517430031183,-180.871934016155,LEO-2,-46.2444320068844,140.005009359778,1500375000,1,-259.45812117019,-410.378312183227,1,-117.71566525352,-268.635856266556,LEO-3,-46.2511798731324,150.029472871596,1500125000,1,-1557.74273095839,-1708.66292197143,1,-681.149470614849,-832.069661627886
